candidate,word,n,tf,idf,tf_idf
pinera,serv,4,0.0014124293785310734,2.0794415416798357,0.0029370643244065477
pinera,stema,4,0.0014124293785310734,2.0794415416798357,0.0029370643244065477
pinera,unido,4,0.0014124293785310734,2.0794415416798357,0.0029370643244065477
artes,constituyente,2,0.0029717682020802376,0.9808292530117262,0.00291479718577036
artes,due,2,0.0029717682020802376,0.9808292530117262,0.00291479718577036
artes,eliminando,2,0.0029717682020802376,0.9808292530117262,0.00291479718577036
artes,natural,2,0.0029717682020802376,0.9808292530117262,0.00291479718577036
artes,plurinacional,2,0.0029717682020802376,0.9808292530117262,0.00291479718577036
artes,pondr,2,0.0029717682020802376,0.9808292530117262,0.00291479718577036
artes,reconocemos,2,0.0029717682020802376,0.9808292530117262,0.00291479718577036
artes,tripartito,2,0.0029717682020802376,0.9808292530117262,0.00291479718577036
enriquez,victimizaci,9,0.0013589008002415823,2.0794415416798357,0.0028257547750443184
artes,parques,4,0.005943536404160475,0.47000362924573563,0.0027934836805095726
artes,popular,4,0.005943536404160475,0.47000362924573563,0.0027934836805095726
artes,soberan,4,0.005943536404160475,0.47000362924573563,0.0027934836805095726
enriquez,aps,13,0.0019628567114600634,1.3862943611198906,0.002721097190783418
kast,tes,12,0.0012631578947368421,2.0794415416798357,0.0026266630000166347
sanchez,deliberaci,9,0.0018765638031693077,1.3862943611198906,0.0026014698186153074
sanchez,camino,43,0.00896580483736447,0.28768207245178085,0.0025793013168112127
enriquez,deporte,36,0.005435603200966329,0.47000362924573563,0.0025547532315939123
kast,re,34,0.0035789473684210526,0.6931471805599453,0.0024807372777934885
kast,senador,11,0.0011578947368421054,2.0794415416798357,0.002407774416681915
goic,indispensable,9,0.001715592832634388,1.3862943611198906,0.0023783166698587523
goic,cristiana,6,0.001143728555089592,2.0794415416798357,0.0023783166698587523
kast,do,23,0.0024210526315789475,0.9808292530117262,0.002374639244133653
enriquez,progresistas,15,0.0022648346670693037,0.9808292530117262,0.0022214160946966467
pinera,ch,3,0.001059322033898305,2.0794415416798357,0.0022027982433049107
pinera,elige,3,0.001059322033898305,2.0794415416798357,0.0022027982433049107
pinera,es,3,0.001059322033898305,2.0794415416798357,0.0022027982433049107
pinera,mascotas,3,0.001059322033898305,2.0794415416798357,0.0022027982433049107
pinera,mm,3,0.001059322033898305,2.0794415416798357,0.0022027982433049107
pinera,prev,3,0.001059322033898305,2.0794415416798357,0.0022027982433049107
pinera,progresa,3,0.001059322033898305,2.0794415416798357,0.0022027982433049107
pinera,traves,3,0.001059322033898305,2.0794415416798357,0.0022027982433049107
pinera,w,3,0.001059322033898305,2.0794415416798357,0.0022027982433049107
enriquez,departamento,7,0.0010569228446323418,2.0794415416798357,0.0021978092694789142
kast,tas,10,0.0010526315789473684,2.0794415416798357,0.0021888858333471953
sanchez,frenteamplistas,5,0.001042535446205171,2.0794415416798357,0.002167891515512756
goic,instrumento,8,0.0015249714067861228,1.3862943611198906,0.0021140592620966688
sanchez,program,35,0.007297748123436197,0.28768207245178085,0.0020994313043812196
artes,art,3,0.004457652303120356,0.47000362924573563,0.0020951127603821796
artes,deporte,3,0.004457652303120356,0.47000362924573563,0.0020951127603821796
artes,propiedad,3,0.004457652303120356,0.47000362924573563,0.0020951127603821796
artes,pueblo,3,0.004457652303120356,0.47000362924573563,0.0020951127603821796
guillier,dinero,8,0.001504324934185784,1.3862943611198906,0.002085437173553803
enriquez,artes,14,0.0021138456892646836,0.9808292530117262,0.002073321688383537
kast,dad,20,0.002105263157894737,0.9808292530117262,0.0020649036905510025
artes,impulsaremos,2,0.0029717682020802376,0.6931471805599453,0.0020598727505496146
artes,plazas,2,0.0029717682020802376,0.6931471805599453,0.0020598727505496146
artes,telecomunicaciones,2,0.0029717682020802376,0.6931471805599453,0.0020598727505496146
artes,tratados,2,0.0029717682020802376,0.6931471805599453,0.0020598727505496146
artes,abajo,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,agregado,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,aseguradoras,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,aseguraremos,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,bosques,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,candidato,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,caracteriza,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,clubes,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,condenados,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,conecte,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,connotaci,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,constitucionalmente,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,construiremos,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,contiene,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,deja,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,dignifica,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,expuestos,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,externa,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,extraen,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,extranjeras,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,ferroviaria,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,fortalecemos,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,gas,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,ideolog,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,importaci,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,junta,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,marginal,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,peligro,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,pena,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,pensionados,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,populares,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,posibilitando,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,produciendo,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,provinciales,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,reclusi,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,rinc,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,taxis,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,tierra,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,verdaderos,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
artes,visuales,1,0.0014858841010401188,1.3862943611198906,0.0020598727505496146
sanchez,democracia,34,0.007089241034195163,0.28768207245178085,0.0020394475528274707
sanchez,sistematizaci,7,0.0014595496246872393,1.3862943611198906,0.0020233654144785726
goic,campesina,5,9.531071292413268e-4,2.0794415416798357,0.001981930558215627
goic,cap,5,9.531071292413268e-4,2.0794415416798357,0.001981930558215627
goic,postulamos,5,9.531071292413268e-4,2.0794415416798357,0.001981930558215627
kast,nas,9,9.473684210526315e-4,2.0794415416798357,0.001969997250012476
pinera,creen,4,0.0014124293785310734,1.3862943611198906,0.0019580428829376983
pinera,positivo,4,0.0014124293785310734,1.3862943611198906,0.0019580428829376983
pinera,ri,4,0.0014124293785310734,1.3862943611198906,0.0019580428829376983
guillier,comprometidos,5,9.40203083866115e-4,2.0794415416798357,0.0019550973502066903
guillier,velaremos,5,9.40203083866115e-4,2.0794415416798357,0.0019550973502066903
navarro,artes,10,0.001991238550378335,0.9808292530117262,0.0019530650199357348
kast,propone,13,0.0013684210526315789,1.3862943611198906,0.0018970343889009027
enriquez,propone,9,0.0013589008002415823,1.3862943611198906,0.0018838365166962124
enriquez,pas,6,9.059338668277216e-4,2.0794415416798357,0.0018838365166962124
enriquez,progresista,6,9.059338668277216e-4,2.0794415416798357,0.0018838365166962124
navarro,ind,20,0.00398247710075667,0.47000362924573563,0.00187177869074367
guillier,in,7,0.0013162843174125611,1.3862943611198906,0.0018247575268595777
navarro,patrimonio,13,0.002588610115491836,0.6931471805599453,0.0017942878031221206
navarro,desastres,9,0.0017921146953405018,0.9808292530117262,0.0017577585179421617
kast,per,17,0.0017894736842105263,0.9808292530117262,0.0017551681369683521
sanchez,consensos,4,8.340283569641367e-4,2.0794415416798357,0.0017343132124102048
sanchez,fracci,4,8.340283569641367e-4,2.0794415416798357,0.0017343132124102048
sanchez,implicancias,4,8.340283569641367e-4,2.0794415416798357,0.0017343132124102048
sanchez,primarias,4,8.340283569641367e-4,2.0794415416798357,0.0017343132124102048
sanchez,querer,4,8.340283569641367e-4,2.0794415416798357,0.0017343132124102048
sanchez,repensar,4,8.340283569641367e-4,2.0794415416798357,0.0017343132124102048
sanchez,sistematizadas,4,8.340283569641367e-4,2.0794415416798357,0.0017343132124102048
pinera,as,5,0.0017655367231638418,0.9808292530117262,0.0017316900653455618
kast,pro,35,0.0036842105263157894,0.47000362924573563,0.0017315923182737627
enriquez,hospitales,16,0.0024158236448739243,0.6931471805599453,0.0016745213481744112
enriquez,difusi,8,0.0012079118224369622,1.3862943611198906,0.0016745213481744112
navarro,culturas,6,0.0011947431302270011,1.3862943611198906,0.0016562656644204187
navarro,deportivas,6,0.0011947431302270011,1.3862943611198906,0.0016562656644204187
navarro,diversificaci,6,0.0011947431302270011,1.3862943611198906,0.0016562656644204187
navarro,espectro,6,0.0011947431302270011,1.3862943611198906,0.0016562656644204187
navarro,manifestaciones,4,7.964954201513341e-4,2.0794415416798357,0.0016562656644204187
navarro,reemplazaremos,4,7.964954201513341e-4,2.0794415416798357,0.0016562656644204187
sanchez,colectivo,8,0.0016680567139282735,0.9808292530117262,0.001636078820703463
sanchez,mensaje,8,0.0016680567139282735,0.9808292530117262,0.001636078820703463
kast,mente,11,0.0011578947368421054,1.3862943611198906,0.0016051829444546104
goic,extrema,6,0.001143728555089592,1.3862943611198906,0.0015855444465725016
goic,vinculaci,6,0.001143728555089592,1.3862943611198906,0.0015855444465725016
goic,aprendizajes,4,7.624857033930614e-4,2.0794415416798357,0.0015855444465725016
goic,asumimos,4,7.624857033930614e-4,2.0794415416798357,0.0015855444465725016
goic,autorregulaci,4,7.624857033930614e-4,2.0794415416798357,0.0015855444465725016
goic,consolidaci,4,7.624857033930614e-4,2.0794415416798357,0.0015855444465725016
goic,ies,4,7.624857033930614e-4,2.0794415416798357,0.0015855444465725016
goic,reparaci,4,7.624857033930614e-4,2.0794415416798357,0.0015855444465725016
goic,universitarias,4,7.624857033930614e-4,2.0794415416798357,0.0015855444465725016
enriquez,percepci,5,7.549448890231014e-4,2.0794415416798357,0.0015698637639135105
enriquez,rree,5,7.549448890231014e-4,2.0794415416798357,0.0015698637639135105
enriquez,toneladas,5,7.549448890231014e-4,2.0794415416798357,0.0015698637639135105
guillier,decente,6,0.0011282437006393381,1.3862943611198906,0.0015640778801653524
guillier,dignas,6,0.0011282437006393381,1.3862943611198906,0.0015640778801653524
guillier,afps,4,7.52162467092892e-4,2.0794415416798357,0.0015640778801653521
guillier,avanzando,4,7.52162467092892e-4,2.0794415416798357,0.0015640778801653521
guillier,machismo,4,7.52162467092892e-4,2.0794415416798357,0.0015640778801653521
guillier,profundizaremos,4,7.52162467092892e-4,2.0794415416798357,0.0015640778801653521
kast,mos,15,0.0015789473684210526,0.9808292530117262,0.001548677767913252
kast,to,15,0.0015789473684210526,0.9808292530117262,0.001548677767913252
kast,bierno,7,7.368421052631579e-4,2.0794415416798357,0.0015322200833430368
kast,desa,7,7.368421052631579e-4,2.0794415416798357,0.0015322200833430368
kast,sa,7,7.368421052631579e-4,2.0794415416798357,0.0015322200833430368
kast,tar,7,7.368421052631579e-4,2.0794415416798357,0.0015322200833430368
kast,vas,7,7.368421052631579e-4,2.0794415416798357,0.0015322200833430368
guillier,laborales,8,0.001504324934185784,0.9808292530117262,0.0014754859014843567
pinera,aduanas,3,0.001059322033898305,1.3862943611198906,0.0014685321622032739
pinera,bono,3,0.001059322033898305,1.3862943611198906,0.0014685321622032739
pinera,intervenci,3,0.001059322033898305,1.3862943611198906,0.0014685321622032739
pinera,li,3,0.001059322033898305,1.3862943611198906,0.0014685321622032739
pinera,longevidad,3,0.001059322033898305,1.3862943611198906,0.0014685321622032739
pinera,reg,3,0.001059322033898305,1.3862943611198906,0.0014685321622032739
pinera,serena,3,0.001059322033898305,1.3862943611198906,0.0014685321622032739
pinera,ani,2,7.062146892655367e-4,2.0794415416798357,0.0014685321622032739
pinera,camentos,2,7.062146892655367e-4,2.0794415416798357,0.0014685321622032739
pinera,conjuntas,2,7.062146892655367e-4,2.0794415416798357,0.0014685321622032739
pinera,creac,2,7.062146892655367e-4,2.0794415416798357,0.0014685321622032739
pinera,db,2,7.062146892655367e-4,2.0794415416798357,0.0014685321622032739
pinera,dfe,2,7.062146892655367e-4,2.0794415416798357,0.0014685321622032739
pinera,ens,2,7.062146892655367e-4,2.0794415416798357,0.0014685321622032739
pinera,entos,2,7.062146892655367e-4,2.0794415416798357,0.0014685321622032739
pinera,inclusivas,2,7.062146892655367e-4,2.0794415416798357,0.0014685321622032739
pinera,joven,2,7.062146892655367e-4,2.0794415416798357,0.0014685321622032739
pinera,ls,2,7.062146892655367e-4,2.0794415416798357,0.0014685321622032739
pinera,nueva,2,7.062146892655367e-4,2.0794415416798357,0.0014685321622032739
pinera,pens,2,7.062146892655367e-4,2.0794415416798357,0.0014685321622032739
pinera,portal,2,7.062146892655367e-4,2.0794415416798357,0.0014685321622032739
pinera,prec,2,7.062146892655367e-4,2.0794415416798357,0.0014685321622032739
pinera,resoluc,2,7.062146892655367e-4,2.0794415416798357,0.0014685321622032739
pinera,retroexcavadora,2,7.062146892655367e-4,2.0794415416798357,0.0014685321622032739
pinera,rf,2,7.062146892655367e-4,2.0794415416798357,0.0014685321622032739
pinera,rg,2,7.062146892655367e-4,2.0794415416798357,0.0014685321622032739
pinera,rv,2,7.062146892655367e-4,2.0794415416798357,0.0014685321622032739
pinera,sol,2,7.062146892655367e-4,2.0794415416798357,0.0014685321622032739
pinera,sostenedores,2,7.062146892655367e-4,2.0794415416798357,0.0014685321622032739
pinera,stas,2,7.062146892655367e-4,2.0794415416798357,0.0014685321622032739
pinera,tranquilos,2,7.062146892655367e-4,2.0794415416798357,0.0014685321622032739
pinera,ua,2,7.062146892655367e-4,2.0794415416798357,0.0014685321622032739
pinera,uc,2,7.062146892655367e-4,2.0794415416798357,0.0014685321622032739
pinera,verdaderas,2,7.062146892655367e-4,2.0794415416798357,0.0014685321622032739
pinera,vuelo,2,7.062146892655367e-4,2.0794415416798357,0.0014685321622032739
pinera,z,2,7.062146892655367e-4,2.0794415416798357,0.0014685321622032739
enriquez,museos,7,0.0010569228446323418,1.3862943611198906,0.0014652061796526096
enriquez,ndice,7,0.0010569228446323418,1.3862943611198906,0.0014652061796526096
enriquez,periodo,7,0.0010569228446323418,1.3862943611198906,0.0014652061796526096
kast,ra,10,0.0010526315789473684,1.3862943611198906,0.0014592572222314637
kast,remos,10,0.0010526315789473684,1.3862943611198906,0.0014592572222314637
artes,alimentaci,1,0.0014858841010401188,0.9808292530117262,0.00145739859288518
artes,as,1,0.0014858841010401188,0.9808292530117262,0.00145739859288518
artes,calificaci,1,0.0014858841010401188,0.9808292530117262,0.00145739859288518
artes,carcelaria,1,0.0014858841010401188,0.9808292530117262,0.00145739859288518
artes,compa,1,0.0014858841010401188,0.9808292530117262,0.00145739859288518
artes,constituyen,1,0.0014858841010401188,0.9808292530117262,0.00145739859288518
artes,cursos,1,0.0014858841010401188,0.9808292530117262,0.00145739859288518
artes,departamentos,1,0.0014858841010401188,0.9808292530117262,0.00145739859288518
artes,dignos,1,0.0014858841010401188,0.9808292530117262,0.00145739859288518
artes,eliminaremos,1,0.0014858841010401188,0.9808292530117262,0.00145739859288518
artes,expresiones,1,0.0014858841010401188,0.9808292530117262,0.00145739859288518
artes,falta,1,0.0014858841010401188,0.9808292530117262,0.00145739859288518
artes,ff,1,0.0014858841010401188,0.9808292530117262,0.00145739859288518
artes,ffaa,1,0.0014858841010401188,0.9808292530117262,0.00145739859288518
artes,financieras,1,0.0014858841010401188,0.9808292530117262,0.00145739859288518
artes,fomentaremos,1,0.0014858841010401188,0.9808292530117262,0.00145739859288518
artes,ganancias,1,0.0014858841010401188,0.9808292530117262,0.00145739859288518
artes,inmediata,1,0.0014858841010401188,0.9808292530117262,0.00145739859288518
artes,interacci,1,0.0014858841010401188,0.9808292530117262,0.00145739859288518
artes,junio,1,0.0014858841010401188,0.9808292530117262,0.00145739859288518
artes,limpias,1,0.0014858841010401188,0.9808292530117262,0.00145739859288518
artes,mapuche,1,0.0014858841010401188,0.9808292530117262,0.00145739859288518
